"id","album_id","duration_ms","tempo","time_signature","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","api_analysis_url","api_track_href"
"1zP1PijoMVDEvkHvwrzNM3","0CvxwMIrf6nWyTH0d7Syz1","109053","130.898","4","4","0","0.492","0.163","0.266","0.913","0.125","-11.584","0.04","0.0557","https://api.spotify.com/v1/audio-analysis/1zP1PijoMVDEvkHvwrzNM3","https://api.spotify.com/v1/tracks/1zP1PijoMVDEvkHvwrzNM3"
"4mzU3kHjATko3rIZVmKjtM","0CvxwMIrf6nWyTH0d7Syz1","208773","103.968","4","9","0","0.295","0.439","0.847","0.863","0.548","-6.372","0.0528","0.236","https://api.spotify.com/v1/audio-analysis/4mzU3kHjATko3rIZVmKjtM","https://api.spotify.com/v1/tracks/4mzU3kHjATko3rIZVmKjtM"
"2cgke1gRYVi4uYIL4Jzf8y","0CvxwMIrf6nWyTH0d7Syz1","214573","115.982","3","9","0","0.587","0.524","0.592","0.919","0.354","-10.995","0.0312","0.494","https://api.spotify.com/v1/audio-analysis/2cgke1gRYVi4uYIL4Jzf8y","https://api.spotify.com/v1/tracks/2cgke1gRYVi4uYIL4Jzf8y"
"2P9QrGOaN96dM3uYG6VvQ8","0CvxwMIrf6nWyTH0d7Syz1","198227","66.661","4","0","0","0.191","0.289","0.604","0.937","0.774","-7.492","0.0334","0.566","https://api.spotify.com/v1/audio-analysis/2P9QrGOaN96dM3uYG6VvQ8","https://api.spotify.com/v1/tracks/2P9QrGOaN96dM3uYG6VvQ8"
"3AdxDAQx8LzA94O3DYbaXc","0CvxwMIrf6nWyTH0d7Syz1","139853","154.007","3","2","0","0.697","0.135","0.348","0.616","0.0848","-6.891","0.0313","0.138","https://api.spotify.com/v1/audio-analysis/3AdxDAQx8LzA94O3DYbaXc","https://api.spotify.com/v1/tracks/3AdxDAQx8LzA94O3DYbaXc"
"3EHFiG0okVIRQEPKyP9oAj","0CvxwMIrf6nWyTH0d7Syz1","233747","86.065","4","11","1","0.317","0.31","0.47","0.0477","0.118","-7.834","0.0318","0.124","https://api.spotify.com/v1/audio-analysis/3EHFiG0okVIRQEPKyP9oAj","https://api.spotify.com/v1/tracks/3EHFiG0okVIRQEPKyP9oAj"
"5RtocY9qIm390k81c5mgDA","0CvxwMIrf6nWyTH0d7Syz1","316160","81.891","3","10","1","0.892","0.486","0.152","0.000137","0.134","-14.359","0.0279","0.283","https://api.spotify.com/v1/audio-analysis/5RtocY9qIm390k81c5mgDA","https://api.spotify.com/v1/tracks/5RtocY9qIm390k81c5mgDA"
"57TlAEXWylLeEIoejGYq10","0CvxwMIrf6nWyTH0d7Syz1","150213","137.963","4","0","1","0.168","0.571","0.773","0.00684","0.164","-6.761","0.0297","0.68","https://api.spotify.com/v1/audio-analysis/57TlAEXWylLeEIoejGYq10","https://api.spotify.com/v1/tracks/57TlAEXWylLeEIoejGYq10"
"4839F9QZ0ciiL6a1YVAFJW","0CvxwMIrf6nWyTH0d7Syz1","180893","155.965","3","2","1","0.59","0.528","0.51","0.866","0.189","-9.636","0.0286","0.757","https://api.spotify.com/v1/audio-analysis/4839F9QZ0ciiL6a1YVAFJW","https://api.spotify.com/v1/tracks/4839F9QZ0ciiL6a1YVAFJW"
"0oBehsk6LLF4d6XX1IBPWZ","0CvxwMIrf6nWyTH0d7Syz1","164320","105.114","3","9","1","0.591","0.283","0.717","0.481","0.291","-7.89","0.0317","0.797","https://api.spotify.com/v1/audio-analysis/0oBehsk6LLF4d6XX1IBPWZ","https://api.spotify.com/v1/tracks/0oBehsk6LLF4d6XX1IBPWZ"
