"id","album_id","duration_ms","tempo","time_signature","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","api_analysis_url","api_track_href"
"2Xc1Ha0QNkyiKfMcRIfFno","1DEfvfv6tr5O5HoM8oUaUp","118693","115.666","4","6","1","0.196","0.72","0.301","0.046","0.215","-18.025","0.0409","0.212","https://api.spotify.com/v1/audio-analysis/2Xc1Ha0QNkyiKfMcRIfFno","https://api.spotify.com/v1/tracks/2Xc1Ha0QNkyiKfMcRIfFno"
"09GOb0PMfbwpwRhm8rjGrs","1DEfvfv6tr5O5HoM8oUaUp","109773","70.994","3","9","1","0.876","0.138","0.149","0.965","0.144","-11.726","0.0364","0.155","https://api.spotify.com/v1/audio-analysis/09GOb0PMfbwpwRhm8rjGrs","https://api.spotify.com/v1/tracks/09GOb0PMfbwpwRhm8rjGrs"
"4YPam66LL5ae9TSylGydOH","1DEfvfv6tr5O5HoM8oUaUp","120133","106.873","3","4","1","0.0357","0.567","0.49","0.876","0.267","-10.646","0.0304","0.779","https://api.spotify.com/v1/audio-analysis/4YPam66LL5ae9TSylGydOH","https://api.spotify.com/v1/tracks/4YPam66LL5ae9TSylGydOH"
"4DM6owBBAMBXDecFjChbNp","1DEfvfv6tr5O5HoM8oUaUp","10893","0","0","1","1","0.267","0","0.0461","0.862","0.214","-16.794","0","0","https://api.spotify.com/v1/audio-analysis/4DM6owBBAMBXDecFjChbNp","https://api.spotify.com/v1/tracks/4DM6owBBAMBXDecFjChbNp"
"1z3bJDtNmp99CS0vWbnh6I","1DEfvfv6tr5O5HoM8oUaUp","297973","196.298","3","2","1","0.661","0.449","0.45","0.937","0.223","-13.357","0.0379","0.498","https://api.spotify.com/v1/audio-analysis/1z3bJDtNmp99CS0vWbnh6I","https://api.spotify.com/v1/tracks/1z3bJDtNmp99CS0vWbnh6I"
"1vQLgwV7n7fqlBhHsdd5XY","1DEfvfv6tr5O5HoM8oUaUp","253027","82.52","4","2","1","0.899","0.326","0.376","0.881","0.414","-16.017","0.0648","0.136","https://api.spotify.com/v1/audio-analysis/1vQLgwV7n7fqlBhHsdd5XY","https://api.spotify.com/v1/tracks/1vQLgwV7n7fqlBhHsdd5XY"
"2ek9jIXH9kiMsUbasPIjNB","1DEfvfv6tr5O5HoM8oUaUp","77307","79.998","4","0","1","0.00415","0.518","0.41","0.0609","0.0953","-12.691","0.055","0.36","https://api.spotify.com/v1/audio-analysis/2ek9jIXH9kiMsUbasPIjNB","https://api.spotify.com/v1/tracks/2ek9jIXH9kiMsUbasPIjNB"
"2SMMKEcY32PIC8h8Wsl5P3","1DEfvfv6tr5O5HoM8oUaUp","35200","139.582","4","4","1","0.299","0.77","0.904","0.884","0.782","-12.512","0.504","0.962","https://api.spotify.com/v1/audio-analysis/2SMMKEcY32PIC8h8Wsl5P3","https://api.spotify.com/v1/tracks/2SMMKEcY32PIC8h8Wsl5P3"
"5xriXauqbbNMm6k0frsGfl","1DEfvfv6tr5O5HoM8oUaUp","200867","152.31","3","6","1","0.744","0.572","0.384","0.901","0.0991","-10.039","0.0311","0.616","https://api.spotify.com/v1/audio-analysis/5xriXauqbbNMm6k0frsGfl","https://api.spotify.com/v1/tracks/5xriXauqbbNMm6k0frsGfl"
"3hqBy9mADURri4y8kQnE19","1DEfvfv6tr5O5HoM8oUaUp","185493","82.205","3","6","1","0.136","0.405","0.399","0.922","0.356","-11.387","0.0315","0.244","https://api.spotify.com/v1/audio-analysis/3hqBy9mADURri4y8kQnE19","https://api.spotify.com/v1/tracks/3hqBy9mADURri4y8kQnE19"
"3qnwwcaCEtwFvJBHbpXntC","1DEfvfv6tr5O5HoM8oUaUp","148307","84.819","4","0","1","0.272","0.309","0.454","0.327","0.475","-11.094","0.031","0.444","https://api.spotify.com/v1/audio-analysis/3qnwwcaCEtwFvJBHbpXntC","https://api.spotify.com/v1/tracks/3qnwwcaCEtwFvJBHbpXntC"
"08KxtuULVwJUCscUctsNYk","1DEfvfv6tr5O5HoM8oUaUp","123093","139.862","4","7","1","0.0549","0.41","0.511","0.92","0.37","-14.866","0.0467","0.316","https://api.spotify.com/v1/audio-analysis/08KxtuULVwJUCscUctsNYk","https://api.spotify.com/v1/tracks/08KxtuULVwJUCscUctsNYk"
"0ng4B1ciSkKkJb2uclbexj","1DEfvfv6tr5O5HoM8oUaUp","146533","146.096","4","1","0","0.00391","0.372","0.379","0.186","0.363","-15.766","0.0421","0.165","https://api.spotify.com/v1/audio-analysis/0ng4B1ciSkKkJb2uclbexj","https://api.spotify.com/v1/tracks/0ng4B1ciSkKkJb2uclbexj"
"4TK8FOgkPMvWBPH1w7aufE","1DEfvfv6tr5O5HoM8oUaUp","101840","76.509","4","6","1","0.618","0.393","0.702","0.93","0.299","-16.944","0.135","0.191","https://api.spotify.com/v1/audio-analysis/4TK8FOgkPMvWBPH1w7aufE","https://api.spotify.com/v1/tracks/4TK8FOgkPMvWBPH1w7aufE"
"7sEFQaXw54usoMm2rCqlUU","1DEfvfv6tr5O5HoM8oUaUp","96760","123.328","4","6","0","0.936","0.36","0.0828","0.885","0.113","-18.823","0.0374","0.0722","https://api.spotify.com/v1/audio-analysis/7sEFQaXw54usoMm2rCqlUU","https://api.spotify.com/v1/tracks/7sEFQaXw54usoMm2rCqlUU"
"4hutlibuFcZFWV0k6xxnlp","1DEfvfv6tr5O5HoM8oUaUp","91973","74.521","4","2","1","0.0478","0.196","0.336","0.458","0.975","-18.122","0.149","0.179","https://api.spotify.com/v1/audio-analysis/4hutlibuFcZFWV0k6xxnlp","https://api.spotify.com/v1/tracks/4hutlibuFcZFWV0k6xxnlp"
"3WX9tMrmr8KHKcyOS88quI","1DEfvfv6tr5O5HoM8oUaUp","233667","149.235","3","9","1","0.0437","0.44","0.585","0.951","0.281","-13.065","0.0353","0.836","https://api.spotify.com/v1/audio-analysis/3WX9tMrmr8KHKcyOS88quI","https://api.spotify.com/v1/tracks/3WX9tMrmr8KHKcyOS88quI"
"03ZcAlJt1kdzxJ1MDzJ2Ik","1DEfvfv6tr5O5HoM8oUaUp","95560","82.034","4","0","1","0.745","0.447","0.0436","0.353","0.406","-18.855","0.0267","0.0398","https://api.spotify.com/v1/audio-analysis/03ZcAlJt1kdzxJ1MDzJ2Ik","https://api.spotify.com/v1/tracks/03ZcAlJt1kdzxJ1MDzJ2Ik"
"17uwy90TOxGoDsePy0pHV7","1DEfvfv6tr5O5HoM8oUaUp","118600","57.407","3","3","1","0.84","0.0623","0.0403","0.893","0.182","-21.018","0.0454","0.039","https://api.spotify.com/v1/audio-analysis/17uwy90TOxGoDsePy0pHV7","https://api.spotify.com/v1/tracks/17uwy90TOxGoDsePy0pHV7"
"4NbfdMnx8VKptrQVUcTzTn","1DEfvfv6tr5O5HoM8oUaUp","198440","94.04","4","11","0","0.561","0.546","0.247","0.411","0.118","-15.165","0.0394","0.159","https://api.spotify.com/v1/audio-analysis/4NbfdMnx8VKptrQVUcTzTn","https://api.spotify.com/v1/tracks/4NbfdMnx8VKptrQVUcTzTn"
"7eraKwoHjBilKUkdJgrspU","1DEfvfv6tr5O5HoM8oUaUp","239400","132.263","4","0","0","0.159","0.261","0.255","0.859","0.103","-11.605","0.0363","0.145","https://api.spotify.com/v1/audio-analysis/7eraKwoHjBilKUkdJgrspU","https://api.spotify.com/v1/tracks/7eraKwoHjBilKUkdJgrspU"
"6FAEn6UYYwvGJVWve4J28W","1DEfvfv6tr5O5HoM8oUaUp","122467","83.161","4","9","1","0.0453","0.374","0.329","0.748","0.369","-12.736","0.0284","0.206","https://api.spotify.com/v1/audio-analysis/6FAEn6UYYwvGJVWve4J28W","https://api.spotify.com/v1/tracks/6FAEn6UYYwvGJVWve4J28W"
"3Z6LJk5z053wVKD4z8P0Yd","1DEfvfv6tr5O5HoM8oUaUp","122893","125.076","5","2","1","0.658","0.647","0.417","0.977","0.223","-11.617","0.0431","0.592","https://api.spotify.com/v1/audio-analysis/3Z6LJk5z053wVKD4z8P0Yd","https://api.spotify.com/v1/tracks/3Z6LJk5z053wVKD4z8P0Yd"
"06USPesvqPQVTQjSDFFp1z","1DEfvfv6tr5O5HoM8oUaUp","150667","113.184","3","10","0","0.0333","0.586","0.492","0.831","0.0915","-11.098","0.0394","0.77","https://api.spotify.com/v1/audio-analysis/06USPesvqPQVTQjSDFFp1z","https://api.spotify.com/v1/tracks/06USPesvqPQVTQjSDFFp1z"
"0Xwy1L6g8MmXVZQE1lO0wv","1DEfvfv6tr5O5HoM8oUaUp","132267","114.737","4","5","0","0.602","0.383","0.511","0.935","0.182","-12.237","0.0356","0.406","https://api.spotify.com/v1/audio-analysis/0Xwy1L6g8MmXVZQE1lO0wv","https://api.spotify.com/v1/tracks/0Xwy1L6g8MmXVZQE1lO0wv"
"1s4y0GOcvAtEzfRpG40fQq","1DEfvfv6tr5O5HoM8oUaUp","203600","125.344","3","3","1","0.171","0.463","0.308","0.886","0.243","-13.465","0.0405","0.295","https://api.spotify.com/v1/audio-analysis/1s4y0GOcvAtEzfRpG40fQq","https://api.spotify.com/v1/tracks/1s4y0GOcvAtEzfRpG40fQq"
"2DUvuPT2aDEuALjs9SN1qb","1DEfvfv6tr5O5HoM8oUaUp","85173","164.034","4","1","0","0.287","0.778","0.172","0.856","0.0729","-19.488","0.0382","0.498","https://api.spotify.com/v1/audio-analysis/2DUvuPT2aDEuALjs9SN1qb","https://api.spotify.com/v1/tracks/2DUvuPT2aDEuALjs9SN1qb"
"6J3Kop4FEcQ5uwbWnxiDnG","1DEfvfv6tr5O5HoM8oUaUp","219467","80.556","4","10","1","0.506","0.277","0.188","1.07e-05","0.174","-14.011","0.0293","0.061","https://api.spotify.com/v1/audio-analysis/6J3Kop4FEcQ5uwbWnxiDnG","https://api.spotify.com/v1/tracks/6J3Kop4FEcQ5uwbWnxiDnG"
"7dOzmMCVxajL1nLcOAmnEV","1DEfvfv6tr5O5HoM8oUaUp","185600","103.04","3","4","0","0.451","0.577","0.426","0.858","0.145","-13.141","0.034","0.377","https://api.spotify.com/v1/audio-analysis/7dOzmMCVxajL1nLcOAmnEV","https://api.spotify.com/v1/tracks/7dOzmMCVxajL1nLcOAmnEV"
"3iDpoR4IAzLkiTfgmDHgLE","1DEfvfv6tr5O5HoM8oUaUp","60800","66.631","3","8","1","0.623","0.133","0.761","0.987","0.116","-24.281","0.0393","0.0273","https://api.spotify.com/v1/audio-analysis/3iDpoR4IAzLkiTfgmDHgLE","https://api.spotify.com/v1/tracks/3iDpoR4IAzLkiTfgmDHgLE"
"4A4qxXQZwv2rUl7lmkl4Lw","1DEfvfv6tr5O5HoM8oUaUp","142893","119.035","3","1","1","0.0113","0.335","0.436","0.127","0.262","-16.57","0.084","0.342","https://api.spotify.com/v1/audio-analysis/4A4qxXQZwv2rUl7lmkl4Lw","https://api.spotify.com/v1/tracks/4A4qxXQZwv2rUl7lmkl4Lw"
"77alH5SzyqJXMYfJtVbwKi","1DEfvfv6tr5O5HoM8oUaUp","134173","113.655","3","0","1","0.198","0.522","0.473","0.918","0.134","-16.387","0.0517","0.148","https://api.spotify.com/v1/audio-analysis/77alH5SzyqJXMYfJtVbwKi","https://api.spotify.com/v1/tracks/77alH5SzyqJXMYfJtVbwKi"
"1WVh2pAYSyKYxqbAtdqIMx","1DEfvfv6tr5O5HoM8oUaUp","112627","66.613","4","8","1","0.578","0.208","0.184","0.955","0.112","-16.078","0.0341","0.0597","https://api.spotify.com/v1/audio-analysis/1WVh2pAYSyKYxqbAtdqIMx","https://api.spotify.com/v1/tracks/1WVh2pAYSyKYxqbAtdqIMx"
"0JhJKWBZ9bCW9FF1oB8iRu","1DEfvfv6tr5O5HoM8oUaUp","235533","95.246","4","0","1","0.323","0.281","0.177","0.152","0.08","-18.078","0.033","0.0526","https://api.spotify.com/v1/audio-analysis/0JhJKWBZ9bCW9FF1oB8iRu","https://api.spotify.com/v1/tracks/0JhJKWBZ9bCW9FF1oB8iRu"
"6qyRsaV0IrnuceRmiCUaRX","1DEfvfv6tr5O5HoM8oUaUp","160040","112.964","3","3","1","0.391","0.54","0.545","0.747","0.751","-12.915","0.0409","0.621","https://api.spotify.com/v1/audio-analysis/6qyRsaV0IrnuceRmiCUaRX","https://api.spotify.com/v1/tracks/6qyRsaV0IrnuceRmiCUaRX"
"3JZNdDxRmE89YD3JdVPPjQ","1DEfvfv6tr5O5HoM8oUaUp","30293","106.83","5","1","1","0.937","0.291","0.034","0.984","0.144","-24.499","0.0447","0","https://api.spotify.com/v1/audio-analysis/3JZNdDxRmE89YD3JdVPPjQ","https://api.spotify.com/v1/tracks/3JZNdDxRmE89YD3JdVPPjQ"
"6IEHneMccODZHHMME91C0e","1DEfvfv6tr5O5HoM8oUaUp","14600","0","0","6","0","0.367","0","0.043","0.876","0.267","-16.983","0","0","https://api.spotify.com/v1/audio-analysis/6IEHneMccODZHHMME91C0e","https://api.spotify.com/v1/tracks/6IEHneMccODZHHMME91C0e"
"2cQQSbWRnke0nA8PSEf3Q5","1DEfvfv6tr5O5HoM8oUaUp","5667","0","0","0","1","0","0","0.00101","0","0","-15.138","0","0","https://api.spotify.com/v1/audio-analysis/2cQQSbWRnke0nA8PSEf3Q5","https://api.spotify.com/v1/tracks/2cQQSbWRnke0nA8PSEf3Q5"
"0aXmpYUKQClDlhhvJhUrkE","1DEfvfv6tr5O5HoM8oUaUp","7800","0","0","4","1","0","0","0.000264","0","0","-12.532","0","0","https://api.spotify.com/v1/audio-analysis/0aXmpYUKQClDlhhvJhUrkE","https://api.spotify.com/v1/tracks/0aXmpYUKQClDlhhvJhUrkE"
