"id","album_id","isrc","name","popularity","duration_ms","disc_number","track_number","spotify_external_url","preview_url","api_href"
"6ZcnBtG8euX05xsHpcLS2o","5cCA9ErhDo9sjGR4y4CY47","JPM201801718","第7章「ミューズへ」 ~月夜のテーマ(イベント「牢の中で」より)","4","272093","2","5","https://open.spotify.com/track/6ZcnBtG8euX05xsHpcLS2o","https://p.scdn.co/mp3-preview/ff9e0d362580497db5629fb9f2d141462eacd14d?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/6ZcnBtG8euX05xsHpcLS2o"
"6m3iPzNik0TuMjvIPdCg0K","5cCA9ErhDo9sjGR4y4CY47","JPM201801719","第7章「ミューズへ」 ~偵察の任務(イベント「偵察」より)","2","169800","2","6","https://open.spotify.com/track/6m3iPzNik0TuMjvIPdCg0K","https://p.scdn.co/mp3-preview/cc7f1feb0504273c73d4e356ae5d464b14941cd7?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/6m3iPzNik0TuMjvIPdCg0K"
"0Txw0okj375c0b2dDvPHz1","5cCA9ErhDo9sjGR4y4CY47","JPM201801720","第7章「ミューズへ」 ~同盟軍よ永遠に(イベント「丘上会議」より)","2","93333","2","7","https://open.spotify.com/track/0Txw0okj375c0b2dDvPHz1","https://p.scdn.co/mp3-preview/da108ab64df0f9101ac3dcc33e3a4e03cfeb9211?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/0Txw0okj375c0b2dDvPHz1"
"2DInl5B5kXcGWBGduEWVni","5cCA9ErhDo9sjGR4y4CY47","JPM201801721","第8章「サウスウィンドウへ」 ~耳を澄ませば(コロネBGM他)","2","181373","2","8","https://open.spotify.com/track/2DInl5B5kXcGWBGduEWVni","https://p.scdn.co/mp3-preview/c36998a5b520cdc90a843cac4f1c13d65887cdf9?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/2DInl5B5kXcGWBGduEWVni"
"17yGJ6JdtXZ11zR4MoRZKh","5cCA9ErhDo9sjGR4y4CY47","JPM201801722","第8章「サウスウィンドウへ」 ~ああ、麗しの踊り子(クスクスBGM)","2","150866","2","9","https://open.spotify.com/track/17yGJ6JdtXZ11zR4MoRZKh","https://p.scdn.co/mp3-preview/50d08c982a6e1c677937f234559b55c1d821c74e?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/17yGJ6JdtXZ11zR4MoRZKh"
"7noQDf9EqFhKzHYpEQKbEX","5cCA9ErhDo9sjGR4y4CY47","JPM201801723","第8章「サウスウィンドウへ」 ~ナハーラ・ヤン・クン(サウスウインドウBGM)","3","211733","2","10","https://open.spotify.com/track/7noQDf9EqFhKzHYpEQKbEX","https://p.scdn.co/mp3-preview/7ca9e6b89a57497f72dd1b8c6f5d42fe167b0106?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/7noQDf9EqFhKzHYpEQKbEX"
"2Vi4iGPLnCfMrFfyf7W4tM","5cCA9ErhDo9sjGR4y4CY47","JPM201801724","第8章「サウスウィンドウへ」 ~パッサカリア合唱付き(イベント「ノースウィンドウへ」より)","0","27666","2","11","https://open.spotify.com/track/2Vi4iGPLnCfMrFfyf7W4tM","https://p.scdn.co/mp3-preview/0dfb814b698f0f696c063c0d358aba5322ec0ed0?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/2Vi4iGPLnCfMrFfyf7W4tM"
"2WUaHyN21G1tX9cEpVFEMc","5cCA9ErhDo9sjGR4y4CY47","JPM201801725","第8章「サウスウィンドウへ」 ~フーガ「我があるじを讃えよ」(ノースウィンドウの城BGM)","3","165693","2","12","https://open.spotify.com/track/2WUaHyN21G1tX9cEpVFEMc","https://p.scdn.co/mp3-preview/9008561f220875d0cf09a137bf1a53f1dc446788?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/2WUaHyN21G1tX9cEpVFEMc"
"5yOf2WMgLmakpzzpmg7f7J","5cCA9ErhDo9sjGR4y4CY47","JPM201801726","第9章「シュウ」 ~彼女のため息(ラダトBGM)","3","168066","2","13","https://open.spotify.com/track/5yOf2WMgLmakpzzpmg7f7J","https://p.scdn.co/mp3-preview/984abcbe49f0d895993fa713d34441dd4ea3d9ad?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/5yOf2WMgLmakpzzpmg7f7J"
"3qaysmOwviasiBO8Bjyb27","5cCA9ErhDo9sjGR4y4CY47","JPM201801727","第9章「シュウ」 ~Dandy Richmond(リッチモンドのテーマ)","2","153373","2","14","https://open.spotify.com/track/3qaysmOwviasiBO8Bjyb27","https://p.scdn.co/mp3-preview/a762620785fc2c59e7e78efb5cd935485355df7e?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/3qaysmOwviasiBO8Bjyb27"
"0HNJHU5JBZfSnAwuHTcthY","5cCA9ErhDo9sjGR4y4CY47","JPM201801728","第9章「シュウ」 ~なごみBGM1(イベント「水門」より)","2","224800","2","15","https://open.spotify.com/track/0HNJHU5JBZfSnAwuHTcthY","https://p.scdn.co/mp3-preview/e9383d4173d745034debbc7846afa96c97499713?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/0HNJHU5JBZfSnAwuHTcthY"
"43VjI28gVy5jSZMTRyL7n1","5cCA9ErhDo9sjGR4y4CY47","JPM201801729","第9章「シュウ」 ~作戦(状況説明BGM)","2","176160","2","16","https://open.spotify.com/track/43VjI28gVy5jSZMTRyL7n1","https://p.scdn.co/mp3-preview/05fd256d81c2bbcbf033469743a522f5953396d4?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/43VjI28gVy5jSZMTRyL7n1"
"3mN3enfcPJwPA1SfqCTVAh","5cCA9ErhDo9sjGR4y4CY47","JPM201801730","第9章「シュウ」 ~なごみの時間(本拠地BGM1)","4","218333","2","17","https://open.spotify.com/track/3mN3enfcPJwPA1SfqCTVAh","https://p.scdn.co/mp3-preview/3a2647a699c70e3047c6075a896705ffa501002a?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/3mN3enfcPJwPA1SfqCTVAh"
"2MmaGw1ORjg98AosOryNBI","5cCA9ErhDo9sjGR4y4CY47","JPM201801731","第9章「シュウ」 ~昔話(イベント「ゲンカクじいさんの過去」より)","7","238200","2","18","https://open.spotify.com/track/2MmaGw1ORjg98AosOryNBI","https://p.scdn.co/mp3-preview/0f7883dc8b9f7d38da63e3c5d8c20d197e386eb9?cid=2cd620d784d247ac9def2fbe55de1ad1","https://api.spotify.com/v1/tracks/2MmaGw1ORjg98AosOryNBI"
