"id","album_id","duration_ms","tempo","time_signature","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","api_analysis_url","api_track_href"
"6sQHdsH7qdoZkvypUl1tUv","5oRb2isLfFHAvOmfexy4mo","57333","128.872","3","5","1","0.226","0.284","0.512","0.624","0.281","-12.596","0.0537","0.038","https://api.spotify.com/v1/audio-analysis/6sQHdsH7qdoZkvypUl1tUv","https://api.spotify.com/v1/tracks/6sQHdsH7qdoZkvypUl1tUv"
"3hQbccn1RMDMLPFqJqLvcS","5oRb2isLfFHAvOmfexy4mo","203133","150.104","3","7","1","0.482","0.601","0.532","0.836","0.126","-10.869","0.0305","0.673","https://api.spotify.com/v1/audio-analysis/3hQbccn1RMDMLPFqJqLvcS","https://api.spotify.com/v1/tracks/3hQbccn1RMDMLPFqJqLvcS"
"1VoygbBfAgXt7cj89tE8IV","5oRb2isLfFHAvOmfexy4mo","112707","129.109","4","5","1","0.299","0.491","0.547","0.843","0.148","-11.305","0.0298","0.734","https://api.spotify.com/v1/audio-analysis/1VoygbBfAgXt7cj89tE8IV","https://api.spotify.com/v1/tracks/1VoygbBfAgXt7cj89tE8IV"
"1LxEg0a3QVIAHrMfmAv8mD","5oRb2isLfFHAvOmfexy4mo","133733","137.974","4","8","0","0.901","0.86","0.524","0.113","0.0763","-13.126","0.0875","0.678","https://api.spotify.com/v1/audio-analysis/1LxEg0a3QVIAHrMfmAv8mD","https://api.spotify.com/v1/tracks/1LxEg0a3QVIAHrMfmAv8mD"
"3QxoLFMvi7PUthxFV1dyJh","5oRb2isLfFHAvOmfexy4mo","92733","73.167","4","8","1","0.544","0.169","0.313","0.955","0.171","-12.279","0.0405","0.0357","https://api.spotify.com/v1/audio-analysis/3QxoLFMvi7PUthxFV1dyJh","https://api.spotify.com/v1/tracks/3QxoLFMvi7PUthxFV1dyJh"
"4kzkVamIqfLJG34muPD4z0","5oRb2isLfFHAvOmfexy4mo","129560","94.021","4","8","1","0.929","0.385","0.358","0.868","0.104","-10.478","0.0323","0.144","https://api.spotify.com/v1/audio-analysis/4kzkVamIqfLJG34muPD4z0","https://api.spotify.com/v1/tracks/4kzkVamIqfLJG34muPD4z0"
"4DC023hEWjHcDVgXxF4LhS","5oRb2isLfFHAvOmfexy4mo","86040","149.888","4","7","1","0.729","0.307","0.246","0.904","0.13","-13.126","0.0374","0.2","https://api.spotify.com/v1/audio-analysis/4DC023hEWjHcDVgXxF4LhS","https://api.spotify.com/v1/tracks/4DC023hEWjHcDVgXxF4LhS"
"7uEH3HY9X0RO0kV90pnhvP","5oRb2isLfFHAvOmfexy4mo","136427","152.118","4","8","1","0.686","0.43","0.502","0.91","0.301","-9.877","0.0696","0.478","https://api.spotify.com/v1/audio-analysis/7uEH3HY9X0RO0kV90pnhvP","https://api.spotify.com/v1/tracks/7uEH3HY9X0RO0kV90pnhvP"
"6JprCHTPDBBLTUYRzNnG1S","5oRb2isLfFHAvOmfexy4mo","63040","138.332","4","9","1","4.58e-05","0.448","0.776","0.849","0.432","-8.912","0.0337","0.551","https://api.spotify.com/v1/audio-analysis/6JprCHTPDBBLTUYRzNnG1S","https://api.spotify.com/v1/tracks/6JprCHTPDBBLTUYRzNnG1S"
"54uKdn0gvbghnYiz38f8Ak","5oRb2isLfFHAvOmfexy4mo","199293","183.955","3","4","1","0.0795","0.36","0.308","0.000291","0.261","-12.269","0.0359","0.32","https://api.spotify.com/v1/audio-analysis/54uKdn0gvbghnYiz38f8Ak","https://api.spotify.com/v1/tracks/54uKdn0gvbghnYiz38f8Ak"
"55VcFVcZziF0QorqeO4dHB","5oRb2isLfFHAvOmfexy4mo","56267","137.675","1","2","1","0.355","0.22","0.0427","0.912","0.633","-16.474","0.044","0.0389","https://api.spotify.com/v1/audio-analysis/55VcFVcZziF0QorqeO4dHB","https://api.spotify.com/v1/tracks/55VcFVcZziF0QorqeO4dHB"
