"disc_number","duration_ms","isrc","href","spotify_external_url","id","name","popularity","preview_url","track_number"
"1","109773","JPM201801810","https://api.spotify.com/v1/tracks/09GOb0PMfbwpwRhm8rjGrs","https://open.spotify.com/track/09GOb0PMfbwpwRhm8rjGrs","09GOb0PMfbwpwRhm8rjGrs","第4章「運命の導くままに」 ~神秘の森(エルフの村BGM)","2","https://p.scdn.co/mp3-preview/99329a02bbe71eaa6cc86b468a5f2124a31773cf?cid=2cd620d784d247ac9def2fbe55de1ad1","21"
"1","120133","JPM201801811","https://api.spotify.com/v1/tracks/4YPam66LL5ae9TSylGydOH","https://open.spotify.com/track/4YPam66LL5ae9TSylGydOH","4YPam66LL5ae9TSylGydOH","第4章「運命の導くままに」 ~プライド高き人々(ドワーフの村BGM)","1","https://p.scdn.co/mp3-preview/548282687a9c7efe383c478fcab9b6c4ba1b502e?cid=2cd620d784d247ac9def2fbe55de1ad1","22"
"1","10893","JPM201801812","https://api.spotify.com/v1/tracks/4DM6owBBAMBXDecFjChbNp","https://open.spotify.com/track/4DM6owBBAMBXDecFjChbNp","4DM6owBBAMBXDecFjChbNp","第4章「運命の導くままに」 ~絶望のテーマ(イベント「エルフの村焼失」より)","0","https://p.scdn.co/mp3-preview/fb33d4db385ba345520b14f39daaed3735bd947c?cid=2cd620d784d247ac9def2fbe55de1ad1","23"
"1","297973","JPM201801813","https://api.spotify.com/v1/tracks/1z3bJDtNmp99CS0vWbnh6I","https://open.spotify.com/track/1z3bJDtNmp99CS0vWbnh6I","1z3bJDtNmp99CS0vWbnh6I","第4章「運命の導くままに」 ~ひとときのやすらぎ(アンティBGM)","1","https://p.scdn.co/mp3-preview/540cdf2a3eacf38a263abfb59dc1e1202e98eabb?cid=2cd620d784d247ac9def2fbe55de1ad1","24"
"1","253026","JPM201801814","https://api.spotify.com/v1/tracks/1vQLgwV7n7fqlBhHsdd5XY","https://open.spotify.com/track/1vQLgwV7n7fqlBhHsdd5XY","1vQLgwV7n7fqlBhHsdd5XY","第4章「運命の導くままに」 ~潮騒(テイエンBGM)","2","https://p.scdn.co/mp3-preview/3c09eb8f5722be001a70635a093ee44f2daba3e6?cid=2cd620d784d247ac9def2fbe55de1ad1","25"
"1","77306","JPM201801815","https://api.spotify.com/v1/tracks/2ek9jIXH9kiMsUbasPIjNB","https://open.spotify.com/track/2ek9jIXH9kiMsUbasPIjNB","2ek9jIXH9kiMsUbasPIjNB","第4章「運命の導くままに」 ~ヘンテコなテーマ(イベント「フリック危うし!キンバリーの誘惑」より)","1","https://p.scdn.co/mp3-preview/e0c218aaf71b0d3f50a407c914a5df5355d22e5d?cid=2cd620d784d247ac9def2fbe55de1ad1","26"
"1","35200","JPM201801816","https://api.spotify.com/v1/tracks/2SMMKEcY32PIC8h8Wsl5P3","https://open.spotify.com/track/2SMMKEcY32PIC8h8Wsl5P3","2SMMKEcY32PIC8h8Wsl5P3","第4章「運命の導くままに」 ~彼女は村の宝(イベント「ミーナの踊り」より)","0","https://p.scdn.co/mp3-preview/ac7bab36193d8af0d5aa86fae472b01a248f5c7f?cid=2cd620d784d247ac9def2fbe55de1ad1","27"
"1","200866","JPM201801817","https://api.spotify.com/v1/tracks/5xriXauqbbNMm6k0frsGfl","https://open.spotify.com/track/5xriXauqbbNMm6k0frsGfl","5xriXauqbbNMm6k0frsGfl","第4章「運命の導くままに」 ~ナルシーのテーマ(イベント「ヴァンサン、ミルイヒの踊り」より)","1","https://p.scdn.co/mp3-preview/581a628e7598406f59a27fd46f1072338ffcc51a?cid=2cd620d784d247ac9def2fbe55de1ad1","28"
"1","185493","JPM201801818","https://api.spotify.com/v1/tracks/3hqBy9mADURri4y8kQnE19","https://open.spotify.com/track/3hqBy9mADURri4y8kQnE19","3hqBy9mADURri4y8kQnE19","第4章「運命の導くままに」 ~ゴージャス・スカーレティシア(スカーテレィシア城BGM)","1","https://p.scdn.co/mp3-preview/48a64fd235f1f3b0b746b57b66962b2a7822e599?cid=2cd620d784d247ac9def2fbe55de1ad1","29"
"1","148306","JPM201801819","https://api.spotify.com/v1/tracks/3qnwwcaCEtwFvJBHbpXntC","https://open.spotify.com/track/3qnwwcaCEtwFvJBHbpXntC","3qnwwcaCEtwFvJBHbpXntC","第4章「運命の導くままに」 ~踊る少女(キーロフBGM)","1","https://p.scdn.co/mp3-preview/823ddbe08d7f7963b3a82a607ecf3d65c3b34586?cid=2cd620d784d247ac9def2fbe55de1ad1","30"
