"id","album_id","duration_ms","tempo","time_signature","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","api_analysis_url","api_track_href"
"6zjIKiSzmcXS8Oc79sLSZI","5XaEep3FhwLYuLBGmonbju","108533","92.133","4","7","1","0.846","0.608","0.221","0.86","0.107","-17.55","0.0523","0.355","https://api.spotify.com/v1/audio-analysis/6zjIKiSzmcXS8Oc79sLSZI","https://api.spotify.com/v1/tracks/6zjIKiSzmcXS8Oc79sLSZI"
"5VnrYZC1oSmkWO9VD6vDvx","5XaEep3FhwLYuLBGmonbju","101893","173.025","4","11","1","0.229","0.59","0.447","0.114","0.132","-10.657","0.0341","0.418","https://api.spotify.com/v1/audio-analysis/5VnrYZC1oSmkWO9VD6vDvx","https://api.spotify.com/v1/tracks/5VnrYZC1oSmkWO9VD6vDvx"
"6vU4EJsGHj2HMDyKO4yMGP","5XaEep3FhwLYuLBGmonbju","103773","97.129","4","5","1","0.137","0.498","0.327","0.811","0.307","-7.946","0.0321","0.53","https://api.spotify.com/v1/audio-analysis/6vU4EJsGHj2HMDyKO4yMGP","https://api.spotify.com/v1/tracks/6vU4EJsGHj2HMDyKO4yMGP"
"1yHDLptHP5XfCzx6noyhgA","5XaEep3FhwLYuLBGmonbju","142293","103.109","4","5","1","0.311","0.636","0.444","0.567","0.106","-13.365","0.0622","0.614","https://api.spotify.com/v1/audio-analysis/1yHDLptHP5XfCzx6noyhgA","https://api.spotify.com/v1/tracks/1yHDLptHP5XfCzx6noyhgA"
"38AaAdWCECZwApbbH8IbDs","5XaEep3FhwLYuLBGmonbju","97373","202.138","4","7","1","0.198","0.418","0.235","0.857","0.106","-14.094","0.0394","0.145","https://api.spotify.com/v1/audio-analysis/38AaAdWCECZwApbbH8IbDs","https://api.spotify.com/v1/tracks/38AaAdWCECZwApbbH8IbDs"
"5xp3SDlOyr4xluoCJ8LDZa","5XaEep3FhwLYuLBGmonbju","96067","140.167","3","7","1","0.272","0.516","0.516","0.944","0.315","-9.348","0.0289","0.459","https://api.spotify.com/v1/audio-analysis/5xp3SDlOyr4xluoCJ8LDZa","https://api.spotify.com/v1/tracks/5xp3SDlOyr4xluoCJ8LDZa"
"7DmqEWPHCi7ypHMkWDMvDK","5XaEep3FhwLYuLBGmonbju","86867","142.034","3","6","1","0.713","0.267","0.407","0.138","0.112","-10.766","0.0518","0.563","https://api.spotify.com/v1/audio-analysis/7DmqEWPHCi7ypHMkWDMvDK","https://api.spotify.com/v1/tracks/7DmqEWPHCi7ypHMkWDMvDK"
"2bktOoDjQW1bOJo8vAuKYN","5XaEep3FhwLYuLBGmonbju","48493","125.163","3","7","1","0.901","0.845","0.3","0.828","0.0922","-18.155","0.25","0.332","https://api.spotify.com/v1/audio-analysis/2bktOoDjQW1bOJo8vAuKYN","https://api.spotify.com/v1/tracks/2bktOoDjQW1bOJo8vAuKYN"
"0QjGO1xMETXtoJcrLov47Z","5XaEep3FhwLYuLBGmonbju","124840","102.111","4","7","0","0.00948","0.503","0.529","0.746","0.0877","-8.698","0.0266","0.666","https://api.spotify.com/v1/audio-analysis/0QjGO1xMETXtoJcrLov47Z","https://api.spotify.com/v1/tracks/0QjGO1xMETXtoJcrLov47Z"
"3CrcJ9WTyObA3sTqfsHJpb","5XaEep3FhwLYuLBGmonbju","112400","194.331","4","8","1","0.385","0.445","0.566","0.71","0.143","-10.8","0.0395","0.281","https://api.spotify.com/v1/audio-analysis/3CrcJ9WTyObA3sTqfsHJpb","https://api.spotify.com/v1/tracks/3CrcJ9WTyObA3sTqfsHJpb"
"7IbXnp0vdlNtFFDFLr5JAa","5XaEep3FhwLYuLBGmonbju","84533","97.066","4","0","0","0.557","0.544","0.19","0.838","0.126","-14.076","0.0277","0.204","https://api.spotify.com/v1/audio-analysis/7IbXnp0vdlNtFFDFLr5JAa","https://api.spotify.com/v1/tracks/7IbXnp0vdlNtFFDFLr5JAa"
"1bsTo0kJhMVGn2Wz4hJTFQ","5XaEep3FhwLYuLBGmonbju","50733","148.179","4","2","1","0.902","0.861","0.53","0.967","0.132","-8.379","0.0734","0.589","https://api.spotify.com/v1/audio-analysis/1bsTo0kJhMVGn2Wz4hJTFQ","https://api.spotify.com/v1/tracks/1bsTo0kJhMVGn2Wz4hJTFQ"
"3Td33d0s7RifJLySy5lBRp","5XaEep3FhwLYuLBGmonbju","66027","138.093","3","0","1","0.353","0.688","0.617","0.242","0.236","-9.895","0.0358","0.32","https://api.spotify.com/v1/audio-analysis/3Td33d0s7RifJLySy5lBRp","https://api.spotify.com/v1/tracks/3Td33d0s7RifJLySy5lBRp"
"13c3JxTtiNB0gTiqRQo89j","5XaEep3FhwLYuLBGmonbju","65107","138.093","4","11","0","1.02e-05","0.63","0.927","0.69","0.168","-10.082","0.0619","0.274","https://api.spotify.com/v1/audio-analysis/13c3JxTtiNB0gTiqRQo89j","https://api.spotify.com/v1/tracks/13c3JxTtiNB0gTiqRQo89j"
"4Pv4WM6iBLl5TfetX3WwFP","5XaEep3FhwLYuLBGmonbju","47893","160.194","4","7","1","0.000591","0.596","0.655","0.938","0.158","-9.531","0.0593","0.907","https://api.spotify.com/v1/audio-analysis/4Pv4WM6iBLl5TfetX3WwFP","https://api.spotify.com/v1/tracks/4Pv4WM6iBLl5TfetX3WwFP"
"3eoILD16g8H9thR4cDV4QF","5XaEep3FhwLYuLBGmonbju","8573","0","0","2","1","0","0","0.0269","1.0","0.0669","-6.712","0","0","https://api.spotify.com/v1/audio-analysis/3eoILD16g8H9thR4cDV4QF","https://api.spotify.com/v1/tracks/3eoILD16g8H9thR4cDV4QF"
"1zEV46oxyxaTDzrUH8devj","5XaEep3FhwLYuLBGmonbju","6100","0","0","0","1","0","0","0.105","6.76e-06","0","-9.11","0","0","https://api.spotify.com/v1/audio-analysis/1zEV46oxyxaTDzrUH8devj","https://api.spotify.com/v1/tracks/1zEV46oxyxaTDzrUH8devj"
"30MSYNpix6CwIEKCmjY3CM","5XaEep3FhwLYuLBGmonbju","112227","117.959","4","0","0","0.838","0.633","0.291","0.913","0.0781","-10.162","0.0404","0.463","https://api.spotify.com/v1/audio-analysis/30MSYNpix6CwIEKCmjY3CM","https://api.spotify.com/v1/tracks/30MSYNpix6CwIEKCmjY3CM"
"01D9TAzB6NDlSPKBAfU2Cl","5XaEep3FhwLYuLBGmonbju","104307","128.138","4","5","1","0.304","0.321","0.568","0.927","0.154","-5.931","0.033","0.341","https://api.spotify.com/v1/audio-analysis/01D9TAzB6NDlSPKBAfU2Cl","https://api.spotify.com/v1/tracks/01D9TAzB6NDlSPKBAfU2Cl"
"3AhwayuN1pCV60U3kF4YWi","5XaEep3FhwLYuLBGmonbju","79133","84.79","4","9","1","0.327","0.421","0.682","3.18e-06","0.313","-7.159","0.0368","0.467","https://api.spotify.com/v1/audio-analysis/3AhwayuN1pCV60U3kF4YWi","https://api.spotify.com/v1/tracks/3AhwayuN1pCV60U3kF4YWi"
"43aIkGpejKbfo3f3oTMIiQ","5XaEep3FhwLYuLBGmonbju","63760","142.143","3","0","0","0.308","0.618","0.856","0.98","0.272","-10.757","0.031","0.937","https://api.spotify.com/v1/audio-analysis/43aIkGpejKbfo3f3oTMIiQ","https://api.spotify.com/v1/tracks/43aIkGpejKbfo3f3oTMIiQ"
"2RY9hVXREj713MaX7n9o7L","5XaEep3FhwLYuLBGmonbju","108733","102.105","4","0","0","0.655","0.677","0.415","0.396","0.101","-13.777","0.045","0.676","https://api.spotify.com/v1/audio-analysis/2RY9hVXREj713MaX7n9o7L","https://api.spotify.com/v1/tracks/2RY9hVXREj713MaX7n9o7L"
"18MHz3mgyZ7A4fNLoXQOUz","5XaEep3FhwLYuLBGmonbju","107440","135.143","3","0","1","0.208","0.772","0.492","0.493","0.0934","-8.859","0.0398","0.381","https://api.spotify.com/v1/audio-analysis/18MHz3mgyZ7A4fNLoXQOUz","https://api.spotify.com/v1/tracks/18MHz3mgyZ7A4fNLoXQOUz"
"0SzoLt3BOi3fl0MpHFMJb0","5XaEep3FhwLYuLBGmonbju","81400","90.065","3","11","0","0.078","0.423","0.578","4.08e-05","0.261","-8.627","0.0346","0.358","https://api.spotify.com/v1/audio-analysis/0SzoLt3BOi3fl0MpHFMJb0","https://api.spotify.com/v1/tracks/0SzoLt3BOi3fl0MpHFMJb0"
"4LbC6ndXqARKScyfyjUs9k","5XaEep3FhwLYuLBGmonbju","87933","100.102","4","0","0","0.815","0.612","0.246","0.596","0.183","-11.684","0.0407","0.556","https://api.spotify.com/v1/audio-analysis/4LbC6ndXqARKScyfyjUs9k","https://api.spotify.com/v1/tracks/4LbC6ndXqARKScyfyjUs9k"
"01KONWc4BMWzyh0lwBYyM4","5XaEep3FhwLYuLBGmonbju","58200","80.447","4","4","0","0.0038","0.304","0.703","0.231","0.303","-4.395","0.0424","0.383","https://api.spotify.com/v1/audio-analysis/01KONWc4BMWzyh0lwBYyM4","https://api.spotify.com/v1/tracks/01KONWc4BMWzyh0lwBYyM4"
"4qBTofvLJ4DlPK7R858JDk","5XaEep3FhwLYuLBGmonbju","61893","38.152","4","8","1","0.883","0.277","0.324","0.872","0.144","-13.408","0.0282","0.115","https://api.spotify.com/v1/audio-analysis/4qBTofvLJ4DlPK7R858JDk","https://api.spotify.com/v1/tracks/4qBTofvLJ4DlPK7R858JDk"
"0qPyOhJocyDTwFyRscTRKd","5XaEep3FhwLYuLBGmonbju","90707","92.145","4","2","1","0.528","0.663","0.463","0.943","0.106","-12.455","0.0546","0.729","https://api.spotify.com/v1/audio-analysis/0qPyOhJocyDTwFyRscTRKd","https://api.spotify.com/v1/tracks/0qPyOhJocyDTwFyRscTRKd"
"0EIDo3h2Pi3ypg5LXDuloy","5XaEep3FhwLYuLBGmonbju","122893","124.117","4","9","0","0.903","0.626","0.244","0.665","0.105","-11.816","0.0624","0.0864","https://api.spotify.com/v1/audio-analysis/0EIDo3h2Pi3ypg5LXDuloy","https://api.spotify.com/v1/tracks/0EIDo3h2Pi3ypg5LXDuloy"
"6ClgHKP1idrJtTx6jitb5W","5XaEep3FhwLYuLBGmonbju","11240","0","0","5","1","0.863","0","0.156","6.9e-06","0.13","-10.576","0","0","https://api.spotify.com/v1/audio-analysis/6ClgHKP1idrJtTx6jitb5W","https://api.spotify.com/v1/tracks/6ClgHKP1idrJtTx6jitb5W"
"6fgUnO9LOGSEs4Q6wdOWCn","5XaEep3FhwLYuLBGmonbju","56933","101.91","4","0","1","0.16","0.481","0.726","0.941","0.201","-9.966","0.0745","0.378","https://api.spotify.com/v1/audio-analysis/6fgUnO9LOGSEs4Q6wdOWCn","https://api.spotify.com/v1/tracks/6fgUnO9LOGSEs4Q6wdOWCn"
"3scj2IsQaqktPDp5DaVzcJ","5XaEep3FhwLYuLBGmonbju","68693","103.075","4","10","0","0.0293","0.636","0.622","0.938","0.145","-9.616","0.0335","0.59","https://api.spotify.com/v1/audio-analysis/3scj2IsQaqktPDp5DaVzcJ","https://api.spotify.com/v1/tracks/3scj2IsQaqktPDp5DaVzcJ"
"232BCrd0uux61eOUpQH9ls","5XaEep3FhwLYuLBGmonbju","91173","130.126","4","0","1","0.0607","0.757","0.638","0.732","0.149","-7.724","0.0484","0.934","https://api.spotify.com/v1/audio-analysis/232BCrd0uux61eOUpQH9ls","https://api.spotify.com/v1/tracks/232BCrd0uux61eOUpQH9ls"
"6kqVzlt6ZLI2hh8Hvx7OJw","5XaEep3FhwLYuLBGmonbju","86160","130.124","4","0","1","0.0295","0.488","0.404","0.0388","0.351","-7.793","0.036","0.755","https://api.spotify.com/v1/audio-analysis/6kqVzlt6ZLI2hh8Hvx7OJw","https://api.spotify.com/v1/tracks/6kqVzlt6ZLI2hh8Hvx7OJw"
"5FYKUB3KXCxbxNmzbRtFYl","5XaEep3FhwLYuLBGmonbju","84840","180.174","4","9","0","0.144","0.676","0.903","0.877","0.0562","-10.239","0.0862","0.967","https://api.spotify.com/v1/audio-analysis/5FYKUB3KXCxbxNmzbRtFYl","https://api.spotify.com/v1/tracks/5FYKUB3KXCxbxNmzbRtFYl"
"4j2K080kWYceKWhRqjBxtz","5XaEep3FhwLYuLBGmonbju","111400","135.893","4","5","1","0.765","0.66","0.361","0.882","0.0994","-14.576","0.0379","0.718","https://api.spotify.com/v1/audio-analysis/4j2K080kWYceKWhRqjBxtz","https://api.spotify.com/v1/tracks/4j2K080kWYceKWhRqjBxtz"
"5ijkLQpKd9h6e3QDtUkSXY","5XaEep3FhwLYuLBGmonbju","50533","170.046","4","7","1","0.529","0.497","0.339","0.667","0.246","-13.203","0.0365","0.38","https://api.spotify.com/v1/audio-analysis/5ijkLQpKd9h6e3QDtUkSXY","https://api.spotify.com/v1/tracks/5ijkLQpKd9h6e3QDtUkSXY"
"5FsQlqujyaD1XBDpSYNYuT","5XaEep3FhwLYuLBGmonbju","76533","154.202","3","7","1","0.682","0.617","0.486","0.969","0.0811","-14.056","0.0408","0.341","https://api.spotify.com/v1/audio-analysis/5FsQlqujyaD1XBDpSYNYuT","https://api.spotify.com/v1/tracks/5FsQlqujyaD1XBDpSYNYuT"
"5KgIxVXlktrlI3TYuhBt4e","5XaEep3FhwLYuLBGmonbju","126267","107.037","4","9","0","0.984","0.225","0.517","0.89","0.113","-13.754","0.0531","0.152","https://api.spotify.com/v1/audio-analysis/5KgIxVXlktrlI3TYuhBt4e","https://api.spotify.com/v1/tracks/5KgIxVXlktrlI3TYuhBt4e"
"2zDx3lrLLukiiIprAQULbR","5XaEep3FhwLYuLBGmonbju","51360","119.994","4","4","0","0.7","0.643","0.021","0","0.129","-21.41","0.101","0.529","https://api.spotify.com/v1/audio-analysis/2zDx3lrLLukiiIprAQULbR","https://api.spotify.com/v1/tracks/2zDx3lrLLukiiIprAQULbR"
"2sfYnVl7bVQeCmZcqeZDoR","5XaEep3FhwLYuLBGmonbju","153933","69.333","4","8","1","0.000181","0.18","0.635","0.605","0.136","-6.598","0.0344","0.0805","https://api.spotify.com/v1/audio-analysis/2sfYnVl7bVQeCmZcqeZDoR","https://api.spotify.com/v1/tracks/2sfYnVl7bVQeCmZcqeZDoR"
"20KI3IQ6il7pXiPYuRBnKs","5XaEep3FhwLYuLBGmonbju","476867","125.692","3","2","1","0.794","0.174","0.495","0.822","0.0865","-8.032","0.0319","0.144","https://api.spotify.com/v1/audio-analysis/20KI3IQ6il7pXiPYuRBnKs","https://api.spotify.com/v1/tracks/20KI3IQ6il7pXiPYuRBnKs"
"7EGWqe9hPn3C6mIVJOiZch","5XaEep3FhwLYuLBGmonbju","599773","130.008","4","9","0","0.96","0.192","0.4","0.865","0.134","-11.073","0.0326","0.0632","https://api.spotify.com/v1/audio-analysis/7EGWqe9hPn3C6mIVJOiZch","https://api.spotify.com/v1/tracks/7EGWqe9hPn3C6mIVJOiZch"
"2VyB5fcRV2l8DTxBpRosR8","5XaEep3FhwLYuLBGmonbju","77333","139.513","4","9","1","0.189","0.363","0.615","3.36e-05","0.435","-9.367","0.0633","0.268","https://api.spotify.com/v1/audio-analysis/2VyB5fcRV2l8DTxBpRosR8","https://api.spotify.com/v1/tracks/2VyB5fcRV2l8DTxBpRosR8"
"5i0zmrYbJeFS04w1QydDb1","5XaEep3FhwLYuLBGmonbju","89093","146.079","4","0","1","0.218","0.437","0.522","0.000568","0.65","-9.361","0.0453","0.407","https://api.spotify.com/v1/audio-analysis/5i0zmrYbJeFS04w1QydDb1","https://api.spotify.com/v1/tracks/5i0zmrYbJeFS04w1QydDb1"
"0whj975CthlemnEjHs37Em","5XaEep3FhwLYuLBGmonbju","138600","75.438","4","0","0","0.964","0.214","0.372","0.517","0.0898","-8.56","0.0395","0.07","https://api.spotify.com/v1/audio-analysis/0whj975CthlemnEjHs37Em","https://api.spotify.com/v1/tracks/0whj975CthlemnEjHs37Em"
